Date,District,Total_Fish_Landing_Tonnes,Indian_Mackerel_Tonnes,Oil_Sardine_Tonnes,Horse_Mackerel_Tonnes,Lesser_Sardine_Tonnes,Sea_Surface_Temperature_C,Wave_Height_m,Wave_Period_s,Wind_Speed_mps,Salinity_PSU,Dissolved_Oxygen_mg_L,pH_Level,Air_Pressure_hPa,Chlorophyll_a_mg_m3
2027-08-31,Palghar,2705.6014730841785,518.1229320668717,771.3644117597021,57.700317403396134,572.2302648459985,27.90141727969837,2.051657217989285,9.564580486364957,13.717264004736911,35.80094467622395,6.014155470904135,7.916528930274349,1026.6957978069133,1.6936352603232347
2027-09-01,Sindhudurg,628.1413575568059,1156.0886664211957,985.4661458484,427.73683968363764,295.40760405443524,26.109768867163385,0.9556778411172663,4.581264741106992,3.6692925170281985,33.527603483351434,7.315600386204504,7.732348761808176,1009.2835609742527,1.4943338263961823
2027-09-02,Ratnagiri,1312.7967741896955,1019.1008312074587,389.95886531317836,101.54357808996242,134.30696527109342,31.51031089405167,3.3311910830835543,8.842324365368592,2.9599825497064285,35.09266615443386,7.045801538781479,7.769711549147328,1011.8529561016235,1.424981809600684
2027-09-03,Sindhudurg,2710.5679091054944,765.076232358329,595.8051409580336,374.0074319374383,403.6191068444415,32.32143402937097,2.298937911576391,7.969241312610223,14.821959734664286,36.6578070280614,6.8418844613613565,8.03811228271153,1007.4454829709649,1.5670526889618643
2027-09-04,Mumbai,2409.86869864784,565.4989337094994,910.1705452909672,549.0290658279067,63.317336350048784,26.371392057065616,2.37604695479929,11.168883217499728,2.0885428774935573,34.546716757898736,7.456569914013201,7.632839099847348,1010.4087266273443,0.9382106941454568
2027-09-05,Sindhudurg,2715.3802533939174,144.8081172959776,929.7650918494895,709.4847874140755,384.45248895092124,24.80029078993203,1.8902234546164614,6.611212197473766,2.3185085712642155,36.37597589904519,7.568352492919417,8.305097621186826,985.215329847333,2.3740237091861864
2027-09-06,Sindhudurg,3731.940310862718,790.6760956153371,254.54543369982392,548.4724351504517,610.9697783240397,29.286225981660074,3.6478633001031997,6.593524580985778,6.728112616379155,32.89246439883062,6.949474408297655,7.844661531904957,999.7463826165687,1.2201070492324642
2027-09-07,Palghar,4117.238441817914,501.0974942834831,537.5886687979582,602.7847398526523,249.91913949592544,30.957885987749524,0.858961234056442,11.156425310732315,7.707414665151689,35.600426755079894,7.260873512396506,7.829899764161263,1007.0728673350791,2.5065706991483583
2027-09-08,Raigad,4507.987747490751,330.4101337877022,523.4053047644412,60.45350814992528,419.61477218468053,32.006980079129654,3.681448257523966,5.443051369380276,9.113244285696995,35.646476040977916,7.847864047748047,7.733343125302278,1006.9957162300215,0.7292590794818429
2027-09-09,Ratnagiri,3510.8680389276183,675.0523649213562,1000.5566268075565,171.0481095684583,229.9967884477346,31.106017226268534,3.2784966504622264,4.473998586552091,12.713543139009369,34.52426185281041,6.290641793050131,8.394183744714073,1009.0531919349395,1.8844288945210992
2027-09-10,Raigad,1806.4007239555126,549.8639887802278,200.19519044791343,103.79175619476968,357.80439805055954,29.186586205681156,0.5992086227068052,9.337277166460295,3.9177377707608927,33.04152516984289,6.3855051420612385,7.494505382997545,1009.6961489852456,1.8842880936045603
2027-09-11,Ratnagiri,4377.238008661803,1113.7566605783084,311.2011029799397,91.33335255290365,37.204054420822025,27.17562941061274,3.3288430010801493,10.711320234208896,6.563112310231054,33.19452262408203,6.816080199244616,7.923815627212969,1022.2332599478464,1.0656732202557562
2027-09-12,Mumbai,3633.0683337751784,521.9217656237665,870.2540897620697,614.8438004819672,84.46052800470501,31.260308386058032,0.8655313141935881,8.660411748037053,4.54144561816747,35.2749824124716,7.2696262051934735,8.321420829263943,1018.4674565813732,1.7875269649529182
2027-09-13,Raigad,1969.247460612184,882.255924980038,203.8831367583658,112.29738091968048,453.98517524316765,29.03617679074733,3.7519667646681123,3.5587690853902374,7.483372565596078,34.593198728369906,5.45903909160917,7.667271571653596,1008.6140266736676,1.6207419033374788
2027-09-14,Sindhudurg,1651.2830717035629,625.5611526318514,97.75658703501462,162.22605178526587,646.8607495792087,26.408588531310834,1.389811688603435,5.095024436307701,6.689303244726452,36.79716005280419,7.613471478791965,8.532747788502672,1000.322981096719,0.8920008778532279
2027-09-15,Thane,1515.1415920000752,1178.767341705672,719.7568302292186,445.532754568732,163.5597553777407,25.378296980850255,2.5308191310467882,11.316856695435497,3.8987123902777387,36.164224155754695,6.293092046076606,7.60635556111343,994.9861552504001,0.6541211075206262
2027-09-16,Raigad,4907.00559590119,167.2679401426802,691.2089679845341,303.6908825354239,139.3142096172568,30.77077247205438,1.1350127001176162,9.45682582135293,13.67457093636632,36.58030217304691,5.667417345982668,8.151295108897354,1017.3473121532897,0.8746837578404358
2027-09-17,Palghar,2307.803153362562,781.5132936662388,714.862863926239,134.0887241099626,107.64974153812248,24.45437333643162,2.175562558529072,8.002345970408975,2.134644763684816,35.56087347703805,6.850887065781128,8.430482242916844,1013.2157378932465,0.9473525495228592
2027-09-18,Sindhudurg,2616.5657112951753,217.55478122497414,848.1707829701828,652.7980016323803,87.43866281255559,30.15308154879295,1.8918414873514313,10.018331927354065,13.544975485862222,34.906626284486485,5.328411455839955,8.450517829780619,1013.8537699565695,2.1446425864720604
2027-09-19,Palghar,4659.6257897644855,1192.4621402682317,459.5027820625776,721.5289560848546,676.3396226946934,25.142742382925913,2.01087387142307,4.442879545731815,4.905429617334651,36.53755928868002,7.977195704407716,7.683075012734138,1017.1471765230584,2.013075673079413
2027-09-20,Palghar,4838.1300430418505,599.9375616677856,220.3276305589655,200.68885224838905,206.11147843780896,24.333169621361478,2.3394825197660865,4.916027131584989,11.570344564526481,34.9708092468057,7.566343140384898,7.695340912025826,1025.5571164579083,1.9412744198841132
2027-09-21,Palghar,1162.623877174304,857.7325239269121,361.9072022818207,565.9808997786743,38.94784685673971,31.7149528379233,1.7494518659937972,8.665216562121609,13.193020644303688,35.020239963384675,7.798684940864499,7.571188799850187,1033.995132930794,1.1370612169096925
2027-09-22,Sindhudurg,3553.437357758271,914.5941050945726,379.2312774543143,516.35660351354,307.6006006791857,29.328200597214483,2.3064695425161243,10.288500665946344,7.211202483311347,33.77030416207692,5.995598695871362,7.623133595544349,1003.6726372530784,1.0875077510142852
2027-09-23,Palghar,3546.680733111175,747.9013796214975,586.5706906823581,333.19527697816807,122.0088825434417,31.980170662086504,1.7342097876709688,11.198773784406042,10.79285532732355,34.44125162821806,5.475250263191496,7.924371668377085,1010.5834422823451,2.407334713262622
2027-09-24,Raigad,4182.716147446826,555.15548610166,569.6861665946258,183.63250460858194,167.41046816661535,28.925917185860545,0.5143745781611649,9.198633512587412,7.4763729247053465,33.44599709233439,5.9311203151547955,7.960592277939713,1013.4948637816311,1.4762893458999464
2027-09-25,Ratnagiri,4801.999031963622,436.5197796326042,708.9487530955532,46.65937635410579,209.08717414929706,27.317140048844433,2.8381619404790044,7.832861549827695,3.80258568989624,33.95971043297232,6.208415738840298,8.272427890819039,1011.8819429504508,1.4089712184900018
2027-09-26,Thane,4648.18007900041,705.7476287067906,975.6140684441922,539.3959268161456,312.4826109501487,24.540507028297377,0.6856295951054345,8.437176737083812,7.703650050756163,36.39555997146768,7.380563792709719,7.959149898529425,1010.2022946435369,1.0222641922234135
2027-09-27,Mumbai,1611.06491352317,937.2350696054222,343.47590726010054,99.65018762812876,246.78118673893266,29.083336006957207,3.6351220239086977,11.907025636602866,8.621264076259274,33.87956242353685,7.010498010764785,7.480343821095152,1012.572094181497,1.032462093797312
2027-09-28,Palghar,3851.173426358047,155.9077914851148,292.37226116868374,434.3058403437963,179.3788220447595,26.085912948587723,3.567636988859189,8.857264207344073,3.4992559293083128,34.76307798805149,6.098362174781046,8.14153061423403,996.1471179529177,1.8323933392023113
2027-09-29,Raigad,2492.215415613564,241.0115107875572,81.81616088055478,421.38502682715676,600.4617531074991,27.138331782560325,3.4748893081559844,7.401079189937557,5.202875343648863,34.826945186759424,5.649399397928907,8.432016655573111,1005.1710807390415,2.3672729047486025
2027-09-30,Mumbai,4745.105295378166,390.02950172234966,255.31959901392227,163.56318139119816,227.03291339746377,30.621872640419234,1.2275728309421499,11.107938749887197,12.464180910045808,32.70648268856702,6.192594225839223,8.435446414019742,1024.1226074408914,1.4132247197409422
2027-10-01,Thane,2333.8710443792115,412.13952288499394,818.2399644543858,549.1259683853303,33.77764643321952,30.612282305437656,2.110643109349752,4.806143423957136,13.308713723854893,36.02494667287351,6.753233866155307,8.300299994223998,1003.7427390238589,1.7732001183451713
2027-10-02,Palghar,4753.067802401848,147.93360514748468,177.42959541330742,746.3126130730822,639.646553305195,28.317560127561226,3.466255852898118,7.245310952860557,8.653227524972593,33.26602048770341,6.895732876852463,7.8452422572050455,1016.4358807386315,1.0620732017925605
2027-10-03,Mumbai,1832.6396811944223,688.7320815497098,632.8523360896938,286.064152522684,29.161257315703963,27.184587502729155,3.744207665983205,5.914289395198419,14.67909950935668,35.73881580676466,5.901877358081372,8.194763741114508,1000.4218268618644,0.6876231212783566
2027-10-04,Sindhudurg,4766.2048231204835,663.4496723058726,627.3162680771973,777.9229295549167,279.6646006515172,27.46741381910357,2.3909871283475694,7.538650256308081,8.304042405296311,34.487189861249185,6.744495804760928,8.356589745112625,1014.2890927388565,2.0441542510137265
2027-10-05,Thane,1402.2568587658486,130.25803489448975,132.67228600184745,730.8649078454778,58.321071980502055,27.701661204404736,3.5721657281174153,7.464339007163826,3.381536382734807,35.8943171910197,6.891263302620368,7.871092390214842,1032.7625924137485,2.024441561016254
2027-10-06,Raigad,3347.0217953216884,578.529978799059,314.4484364973283,479.28690228393714,611.027776408383,26.583206530673547,1.5545644514656052,9.77101722326016,10.018496690284433,36.91994616008317,6.025724252630685,8.359375400018271,1022.4133084771839,1.4633707092759451
2027-10-07,Mumbai,4241.531864294469,538.616581136823,85.50699028279608,588.057201799753,477.3917401740356,29.430572367452935,2.744591625390795,10.320230902403807,9.26052198347151,34.72573886402348,6.745206498455751,7.7817658852158145,997.7645988270697,1.0191131871924337
2027-10-08,Ratnagiri,581.0742109867607,170.55981721043628,306.4894257149836,767.047715037528,666.2876811210558,27.50235872612595,2.5840451489260667,4.799831997677336,9.429789538319252,35.312345572589415,5.878875712117376,8.44840062364433,1026.311541385897,0.6531097808348556
2027-10-09,Thane,4654.8063871762015,870.1232517937125,130.76655560259667,186.36121092488156,212.77831608762986,25.62611569962071,3.1372527090281745,7.005215928735996,11.808949926838778,34.220579449928564,6.593273426787916,8.084609426614746,998.2855159077681,1.4336215882544445
2027-10-10,Palghar,3695.189954001432,195.939769431907,326.0082048152263,482.0787766992089,625.3033775111729,29.778796500459208,0.8801183686576127,7.638562982833794,13.403611184329622,34.36659687190806,5.679799801623418,7.553302882320536,997.3732758405971,0.5880421711741006
2027-10-11,Ratnagiri,1637.1477754746388,671.0088625234553,363.625546100894,677.2344003309963,311.78724166778886,30.90720664095172,2.8438337730100205,4.527024712203975,13.406071045321958,33.54503697867642,6.78745890623849,7.410850743644729,1011.5408623375209,1.539093173189317
2027-10-12,Ratnagiri,2338.745565979024,495.68576772415986,97.45572600870173,558.6843904827022,626.5114731229496,27.867739362568983,2.3436805042752757,7.139560593393236,10.35323514544902,33.82401152636072,5.249374304625363,8.299151933106437,1003.9082336908413,2.337798349734076
2027-10-13,Thane,4538.352001111359,195.0547936614019,989.9680041640195,77.09459640372326,267.2538625290708,25.628173577241903,3.1612586763694495,8.477602651228962,9.154487751032173,33.458091473225245,5.120724669640427,7.744172892675051,1015.2722786531715,1.663083452026701
2027-10-14,Ratnagiri,1316.0774011554995,364.07319379123413,221.78588898006947,741.9134073642108,49.098761445475525,26.637899910781083,2.0147986782627396,10.95100308190867,7.383421995311505,34.51784986664079,7.89247815021784,8.38359462467665,1006.1083803921225,2.330976106179171
2027-10-15,Sindhudurg,2251.6035892229906,735.2062117055735,718.8450711267357,184.72071805648557,480.31904531707704,28.9411599202059,2.0964692100090185,3.4639204465188507,15.198505735618893,34.6776180347178,5.4160517790668035,8.446611707801205,1038.7023179377518,1.316645462457836
2027-10-16,Thane,3603.1187044698468,917.6168936840198,741.232331186624,194.47260691683695,461.75989769330045,24.98447402541846,3.4899553499229126,6.24280416320186,7.225035917147145,36.06262424965097,7.2897478853332185,7.990582510055621,1010.7717604929338,2.0670997993751152
2027-10-17,Ratnagiri,3389.317573921338,383.46645592507855,140.00909895274697,96.828510859202,124.61601010115504,25.86238192238123,1.2684418733276914,8.419444537138999,7.510557849421282,33.23607287894831,5.504808007290563,8.135890074908698,1004.6262953209393,0.5247246194686019
2027-10-18,Mumbai,1128.0511875075927,268.7071385812532,567.3641859973106,41.313588070990264,175.83655643568113,29.662918736958034,0.9057500085652467,10.331176141066816,10.849388231063601,35.23196719162205,5.603659554451381,8.390930245292504,1010.031481665895,1.8087266316876374
2027-10-19,Raigad,4872.36343158554,1098.9652211311482,677.8999497854331,358.6967185398706,294.392158261032,24.15665982879523,3.30123828170077,6.048525907008738,11.021076069320102,35.2241612309939,7.6281603149747506,7.827559871976802,1003.7136050814102,2.1652932118710706
2027-10-20,Ratnagiri,1999.285855320466,337.4292630426701,414.2482870687626,587.3148062470264,517.1945586885583,29.38114564558493,0.605681393445085,4.691170966514854,2.1214105430048957,36.57234097682205,5.8489381697171545,8.2284156509811,1004.116263103261,2.1478326780560213
2027-10-21,Mumbai,926.5886136674953,479.07019748722786,146.92754893061704,395.2922515878646,608.0297641445192,28.153759293096567,3.2029902765212777,5.5070548392435095,13.186178189975067,34.69889167102095,7.746204041145965,7.6254999153595735,994.5247817069987,1.5414436091104757
2027-10-22,Mumbai,2355.3184327118547,1083.7949989207307,880.9845069537373,199.89136579728523,111.38268398811832,27.04279446084646,2.58689947243618,10.445688823705964,4.0555578010415925,33.736796237799496,7.714522396148005,8.58029348057221,1024.1450995834625,1.7165905150125007
2027-10-23,Sindhudurg,1787.748293847097,539.2482600509519,144.615050633459,187.48160717954306,563.5252775918899,27.761150279199065,2.007150698085772,3.6072441565069844,14.76586594802987,34.478495740307046,7.519266654637607,8.355268324261656,1006.3674425571791,0.6884354130532875
2027-10-24,Raigad,4228.536703195301,1192.2666654941067,945.4069798943889,295.49814435237295,257.4365644742951,26.331429000848495,1.643545676798422,6.24010268982086,11.93802491584449,35.78881967395879,6.160540863890994,8.101143480634848,1016.6146006524173,0.5326948553678227
2027-10-25,Raigad,1107.5899505034427,812.129945579879,621.747819730128,457.72809543798365,294.8391720392904,28.152111944657634,3.6970398465799668,6.112337397159814,13.219738432222668,33.74318813124415,6.7182419779488916,8.294208934412264,995.199456851793,1.6383032459863844
2027-10-26,Sindhudurg,2947.4583779410254,807.1886005254087,758.1123970098106,741.81882769504,376.3334067708653,29.297120149324936,1.5886751207181873,9.22350869741948,8.973254756141468,32.977864745311926,7.061574549278816,7.756333768838792,1006.7383025222891,0.831100661530039
2027-10-27,Sindhudurg,4075.3949928190505,273.93865030652245,1003.9542751108751,427.1890421748893,50.33129807204255,31.345490469307922,3.6675241217471,6.268972754243412,13.627264732846026,36.36356185790671,4.957790814730631,7.969335841679415,995.4923908920623,1.9401908292991061
2027-10-28,Sindhudurg,3398.77027238144,306.66014426736217,842.7336984573908,234.62185847737712,55.124187942412455,30.709614933496148,2.378928642288888,9.300188137398543,12.027540344959395,36.519987091993485,5.787730372514372,8.050006975628012,1029.6849492982867,2.3193517542266036
2027-10-29,Raigad,4267.87717338086,984.6764592562827,299.45092322663334,388.25703066489194,435.5829591508867,27.824616578909204,3.0056684013342516,8.603384009854825,9.689330774818737,33.77496726340677,6.298183428025148,7.916868452204853,1017.5479284513241,1.5010389763669425
2027-10-30,Thane,4810.210949853125,328.1913188169399,618.5100708313396,289.02783196521335,702.6392710246027,28.727462192399745,3.746217692324961,3.8387220646403106,13.766199089362788,34.82242880583655,7.695519353367125,7.527216400913846,982.2829598171312,2.364688141687775
2027-10-31,Sindhudurg,1803.1529864194654,286.04577525155844,358.24336120516926,472.3583673789694,138.3082082091614,27.24206478271331,2.5960724747736683,4.077904982277166,6.828026613585959,33.73863740577057,7.073974616854698,7.692761703931293,1018.0725159490793,2.463369771936417
2027-11-01,Mumbai,798.9436859403056,912.3836180253131,314.5763304066614,612.916581664293,384.98256144464455,30.41834022581156,1.3597930328142385,6.910829343475177,2.324787146396398,34.28296068770991,6.704238478486426,8.06705625714863,1014.3258747477223,1.2092052678636085
2027-11-02,Ratnagiri,3426.683599284763,764.1984250131609,448.61209072077446,349.1086148025405,653.9904389169055,28.446404274703813,0.8794746309839663,4.177594679217443,10.446023976184533,36.58277407269693,5.753859780924108,7.8346205946635905,1022.3368639348769,1.9144812235961373
2027-11-03,Thane,4020.4130136665644,550.5913640954604,532.6726869383456,425.58993764724266,182.1401719716196,30.558860700506905,3.3011451018873967,10.115946618019455,6.62141062793453,34.03500592823825,5.904611780878487,7.536706282170108,1026.6090686235925,2.3082330969063083
2027-11-04,Raigad,3488.1990030280463,305.1278269055086,75.32865808718512,536.6150626145372,205.72756615936038,25.53658685103344,1.1728426356757982,7.280185960809949,5.873114161706205,35.197761637787956,6.846713894056031,7.756839398232976,1020.5887893314671,1.6309565360129685
2027-11-05,Mumbai,2291.2496610435933,183.95200067343606,192.52409325982813,66.286960242668,482.72952553892486,31.808445034853925,3.333564720403943,3.728059792677879,11.204333182639438,35.841918619371874,6.7041439908688165,7.765354179528716,1007.8194707735161,1.0025388393338683
2027-11-06,Palghar,1675.534915808668,775.683427928022,852.3376405912583,660.8743589872626,58.675881994722296,30.238779228950214,1.5724352030085924,8.680478023949576,6.99319705932266,35.93750691698775,6.5041592333152485,7.901566362362284,1014.7364286839673,2.421890551158086
2027-11-07,Palghar,1465.0063664255365,327.969420179553,116.04614371394926,728.1882415373651,543.1192142949529,24.875533921084877,1.934193655696383,6.392027955635217,5.589683303633437,36.01399231998641,5.562141860094828,8.021987575000542,1004.1790052060877,1.6275333058696089
2027-11-08,Sindhudurg,1813.4626960858475,1083.4805242226173,845.4761779641111,422.59898450902983,104.20541132502677,30.668692738522395,3.1561093473607444,4.6801553055024145,2.340066004052909,36.19948861894136,7.233938611151273,7.785096058790663,1038.6445666082977,1.0867744354825417
2027-11-09,Raigad,1843.8108731151626,1054.0034766860178,878.4282607091138,658.7965793146656,601.2796459684411,28.471865770401642,2.6694148367226247,4.605832362692328,7.1609386640905,36.707759740624574,6.461871974566912,7.552697393800749,1015.9038351172545,0.8051654805051391
2027-11-10,Thane,3173.3483205611587,764.8616121114338,869.4871529804678,58.53040723638594,658.739218525729,28.70446348856231,3.019214465787005,3.76783837811092,11.126979293883972,35.0043060229968,6.858582695298855,8.475010734006936,1020.0989316739609,1.8423961370355293
2027-11-11,Ratnagiri,1357.456662885468,686.344059675107,477.09310774418367,342.33852838903107,58.13828300809136,29.009391449880617,1.4926619402580275,11.010850725010775,3.1810368998735847,33.25558618136269,5.959091765907286,7.930141281793581,987.9908394527625,2.207677835266604
2027-11-12,Thane,3782.810343927013,868.5528579465706,713.133156387034,192.75717612022007,180.9135080416223,26.492671152859177,1.6420601782100435,5.995745051257335,8.39248243703734,34.957752542423385,7.039106311761658,7.759772539218373,1028.4026217085295,2.329058194444096
2027-11-13,Ratnagiri,4239.003413722027,1104.9494678909593,913.9343945869051,548.5415278232329,681.7378700611282,25.35436953438224,3.7470196844630146,8.325193505432141,10.818619708470262,33.29783406994311,5.5443096749521725,7.517324354263512,996.937032976381,1.0502562323690046
2027-11-14,Palghar,3303.354279204124,238.94628086854902,474.22053664620466,728.6887376455606,335.8341134781504,30.25425725583713,1.2170729274248688,6.875937367885368,10.216284555850496,34.12346577435837,5.014302905675349,8.448524803276086,1012.6438915785475,2.3462728205664556
2027-11-15,Sindhudurg,3943.3209536832624,591.664948793063,642.119866963311,513.5504302522571,550.520359909917,26.719548553724444,0.8476438651445236,9.583628972714811,9.06076393439264,33.87616058760181,6.682112109471906,7.907861973371254,1003.7327723377444,2.122324058611883
2027-11-16,Sindhudurg,2337.231874498792,433.87655468905376,74.05439545987721,616.0902077342156,306.3950359498561,27.49695427233493,2.6572642328786675,8.646343487546588,15.07519042918452,35.323244962350614,6.784520763832164,7.757541668912188,1023.9539344998758,1.2673146660566381
2027-11-17,Sindhudurg,1376.0640197388047,542.2763888644022,529.3655318150154,345.5279699268001,229.06912498099283,28.73475995058193,2.6957309542114842,11.344715626246073,14.518157770763656,36.220603887852356,6.222234112865872,8.440121432291443,1022.9851029277005,0.7757145020207721
2027-11-18,Mumbai,1911.8330581349398,690.1720180890443,516.3711771835178,260.4057604749743,85.06607924953533,27.602679696034603,1.330986216209173,3.761289033093796,3.329962155962039,36.29158562892487,7.8922289227967894,8.225515087340586,998.5348883791579,1.1515524694518977
2027-11-19,Raigad,4442.546739306038,781.455270415518,80.0944359777291,779.9483762069167,667.8805642621535,26.515492584366406,0.9399479568491317,8.988234470186754,12.559109165678983,35.46946802461626,6.5588263370557724,7.937923780390108,1014.8372562116331,1.6066592649032028
2027-11-20,Palghar,4178.269243578254,224.61834795526553,757.8212275901493,452.1932655234956,251.31238184080485,30.877651114461482,0.5080984389604625,5.38133050271328,10.467909832349601,34.06461786826543,6.314184324359504,7.671920079818177,1022.3128537330587,1.7914864890228521
2027-11-21,Thane,3998.5052368031993,1003.3793379603892,244.84477523123596,673.2372804577308,170.08912093055227,26.878006071671596,2.1196191848298636,10.789523764557348,7.671601808483381,34.48060429101722,5.608283232047032,7.6156570385527464,1020.4612152081353,2.0270263665563166
2027-11-22,Sindhudurg,4452.702534374225,396.2732586519207,95.11306899784925,384.4199454857257,77.5379843039845,31.479603117380222,2.295350557806756,9.610076668822648,13.079473093461385,34.66764167375256,5.722396411106585,7.809241934029677,983.1027040343073,2.0544001410734265
2027-11-23,Raigad,4326.742619193482,626.5464460941803,639.0862680821616,106.84905274025421,437.08745437118574,31.937608114470248,2.5349931367902814,8.808412075448219,12.574702913511109,36.33324966114888,5.383112535095769,8.246090769485468,1019.738177043063,1.3316356957830364
2027-11-24,Palghar,1280.6785040954146,723.2095904011123,363.55657022495245,676.0771200213219,659.0744594008362,26.50560771131827,1.8955994115492218,8.228872428141248,2.0028271461812275,35.73740421915867,7.50027519866355,7.666947829341836,1005.7790606961665,1.712407164166648
2027-11-25,Raigad,2191.4866865633103,970.5988004980576,341.098823429612,100.43566357683304,665.9549820784874,30.29929684489235,2.519042486280704,8.340679195432049,3.9990210480765285,34.79802948294539,6.310122237955606,8.402453100237006,1009.4962202280217,1.903485636726907
2027-11-26,Thane,2205.631108633628,253.5475211624286,56.258132238179805,236.33551702516996,119.24631465325761,30.577069184575162,3.1238744568618064,10.345728347816642,12.465265798906863,34.8138963226923,5.144131749261778,8.4124712811959,1012.892880103887,0.9489957272397329
2027-11-27,Thane,2846.8911614049716,616.6759344839336,348.55556808853146,310.6304904758024,430.74886653256016,29.177661784808492,2.4546624632332086,7.214595165678254,12.274490525373698,36.412804150764934,5.263981788299982,8.376231567818602,1000.4480364369507,1.6585744084688152
2027-11-28,Raigad,2298.0502768678534,295.6893673465931,215.40423726538887,670.1976284371219,364.47453208222834,31.76345836679338,1.5723419543326804,4.091567603448601,7.122603294892385,35.304029142605465,5.538228194365239,8.311052332170146,1011.9791652229527,2.0235958507307337
2027-11-29,Ratnagiri,2654.100348835471,140.6483550089467,831.6906788179568,103.79360396037185,210.02930343757706,31.206435152697583,1.4914114994802465,4.547341149172902,8.639311022410023,36.52596835316372,7.131561005347352,8.30312368336863,988.5893749891559,1.7908568883203322
2027-11-30,Raigad,2847.4742697885536,515.2154933433733,133.28405034401663,135.2867937963293,559.3758205778679,31.171345887885426,2.9481783486449564,5.056870922875025,6.064800647145515,36.384882108483566,5.50489642890024,8.010423207204152,1005.598206188032,2.4623421386261377
2027-12-01,Sindhudurg,2176.5734492274287,132.77021562334656,222.33150593965277,292.1362871945623,274.7858556141315,31.78551790463576,1.0569485683121655,7.5625068481612265,2.3502939098646523,33.51281070434629,5.185030427961085,7.78560391070103,1026.7026944288798,1.3680297452347037
2027-12-02,Thane,3502.2516224473784,725.5021141876294,288.5054126323972,527.5732138810891,276.2375886394916,27.367774277620747,2.7110242828348174,10.01658556470824,5.10694097313565,37.03969373602421,7.749647522511982,7.77244437122181,1004.5278886597001,2.2318028810005712
2027-12-03,Thane,1356.3144621574677,1187.4904271206235,978.3706261739695,694.9791990109927,440.17176554258293,28.42276743323436,1.1650164884661764,7.022726487237122,7.5497648852268595,35.598476064674244,5.196451718006458,8.031787191158605,996.6497825558754,0.5211880601030592
2027-12-04,Sindhudurg,2814.6384367071933,193.93793663344724,549.4781366952017,415.59109087092673,506.39775926013016,31.353848610519734,0.6372810457496084,10.32691697629884,12.25203917455971,36.06359157587923,6.263782984693471,8.441065626017455,1004.1996637811407,2.2350570462781083
2027-12-05,Sindhudurg,1517.4667986276443,552.4545566032908,769.5536635647586,659.0332100615885,612.5182931717997,26.916536703613914,3.007587685102001,5.32259350856146,6.836368179585714,36.82762108367766,7.275647610487459,8.367714902845163,986.6387133188764,0.9993500092494375
2027-12-06,Mumbai,2476.916944065969,533.9213907538071,606.6030862736551,246.79849746791643,387.90087781066944,24.714463235623896,3.2237189906287997,7.489611792560087,4.968431813343576,35.49132355344386,7.621921436138981,7.882422890462622,1021.6033081045425,2.1789802005887626
2027-12-07,Raigad,2981.930802681988,101.3673603017199,409.8993511207657,640.5233976626423,507.13793971844535,24.40004885560237,2.9053164767025095,6.279422896640959,8.111296454231567,36.425691570025755,6.120363103947319,7.7149700654772015,1015.6234224812655,1.500760112471724
2027-12-08,Palghar,4612.151707584651,1121.8257497842908,947.2216761152914,38.99703335575173,528.2914266229402,28.245201106001225,3.518557783777314,7.208201775501528,4.2011271604118186,33.50782297681872,6.286514711228865,7.799598079897072,1017.7164828066786,1.2582419244709786
2027-12-09,Raigad,2346.972927462734,446.78706727837346,410.6642078020438,241.93009186023974,405.63665741346307,25.75621035431964,2.5459258947296997,6.670076715767492,3.8683863953959503,36.43378488468101,7.130431377238066,7.5219272938505455,1004.3605669602446,2.2661306864486597
2027-12-10,Mumbai,4185.605019968572,1180.2035745623896,249.34494159236516,234.7971124202539,701.1757637151454,28.590492447258438,1.3036175344624232,3.8366691219009965,13.45760813867031,36.792169647297925,7.930124726523543,7.615223980217775,1021.8211962261965,2.2609646745116105
2027-12-11,Sindhudurg,2727.479844348319,127.53757074902836,891.428044321829,777.919204392793,187.30156467900537,26.052339667797455,1.6270044332194809,5.553940072395454,11.747890725154537,34.673078142946,5.7157696763853405,7.56703577147049,994.0945748374035,2.3346963026123824
2027-12-12,Raigad,812.7396675184954,451.8010075628644,439.60846023719955,646.7406862617755,574.1151816312203,31.394708467925074,2.9024180981058065,8.691383405567297,6.990677563444967,34.954284306150164,5.11953627140042,7.568394229844176,1013.3879515634401,0.6987026465079244
2027-12-13,Sindhudurg,4187.818093520912,415.37855643857137,648.0308360726003,96.91037910546015,609.3474929722497,26.60861251027895,1.4778526353841879,6.780417845102109,7.532347889820612,36.0024290395377,5.46360615531609,8.349455997858938,1000.0935934507153,1.2638730716910207
2027-12-14,Sindhudurg,1034.4280317809394,913.2746829881087,813.5163250936824,650.4144382570873,581.8962660244749,29.668650973444578,3.2848868368748603,5.270768558833235,5.289187183562413,36.98917370045717,7.227655680203245,7.747394147650539,990.5266412492639,1.1045629603211875
2027-12-15,Ratnagiri,3247.1119525595186,931.1539979587341,708.4565413976372,442.4328625244202,584.729949951872,28.377244471584593,3.7018062677984984,11.480760831156358,11.930950268846678,34.47534871521021,7.846151423727279,8.35671731639883,1003.9672782258161,1.2823034425422568
